"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AFSI","AmTrust Financial Services, Inc.","19.53","1164261420","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFSI&selected=AFSI",
"AMLN","Amylin Pharmaceuticals, Inc.","13.21","1907907090","1992","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMLN&selected=AMLN",
"AMRS","Amyris, Inc.","26.06","1142704940","1992","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMRS&selected=AMRS",
"ANAC","Anacor Pharmaceuticals, Inc.","5.95","166582150","2010","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANAC&selected=ANAC",
"ANAD","ANADIGICS, Inc.","3.07","207003960","1995","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANAD&selected=ANAD",
"ANDS","Anadys Pharmaceuticals, Inc.","1.16","66283560","2004","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANDS&selected=ANDS",
"ALOG","Analogic Corporation","55.53","696734910","1972","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALOG&selected=ALOG",
"ANLY","Analysts International Corporation","4.36","21738960","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANLY&selected=ANLY",
"ANEN","Anaren, Inc.","16.72","252655920","1972","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANEN&selected=ANEN",
"ACOM          ","Ancestry.com, Inc.","40.16","1787842880","1993","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACOM          &selected=ACOM          ",
"ANCB","Anchor Bancorp","10.54","26877000","2011","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANCB&selected=ANCB",
"ABCW","Anchor BanCorp Wisconsin Inc.","0.81","17563230","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABCW&selected=ABCW",
"AMCF","Andatee China Marine Fuel Services Corporation","3.2401","31137361","2010","Energy","Oil Refining/Marketing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMCF&selected=AMCF",
"ANGN","Angeion Corporation","4.79","18034350","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANGN&selected=ANGN",
"ANGO","AngioDynamics, Inc.","15.26","380630180","2004","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANGO&selected=ANGO",
"ANIK","Anika Therapeutics Inc.","8.23","110759340","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANIK&selected=ANIK",
"AHII","Animal Health International, Inc.","4.2","102186000","2007","Health Care","Medical Specialities","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AHII&selected=AHII",
"ANNB","Annapolis Bancorp Inc.","4.44","17506920","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANNB&selected=ANNB",
"ANSS","ANSYS, Inc.","54.19","4973449820","1996","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANSS&selected=ANSS",
"ANTH","Anthera Pharmaceuticals, Inc.","7","230342000","2010","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANTH&selected=ANTH",
"APAC","APAC Customer Services, Inc.","5.55","288833100","1995","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APAC&selected=APAC",
"APAGF","Apco Oil and Gas International Inc.","83.97","2472160770","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APAGF&selected=APAGF",
"APOG","Apogee Enterprises, Inc.","13.82","388756600","1971","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APOG&selected=APOG",
"APOL","Apollo Group, Inc.","40.2","5735334000","1994","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APOL&selected=APOL",
"AINV","Apollo Investment Corporation","11.56","2264765840","2004","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AINV&selected=AINV",
"APWR","A-Power Energy Generation Systems, Ltd.","4","181456000","n/a","Consumer Services","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APWR&selected=APWR",
"AAPL","Apple Inc.","349.57","322051150460","1980","Technology","Computer Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AAPL&selected=AAPL",
"ARCI","Appliance Recycling Centers of America, Inc.","3.85","21148050","n/a","Consumer Services","Home Furnishings","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARCI&selected=ARCI",
"AERG","Applied Energetics, Inc","0.58","52821760","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AERG&selected=AERG",
"AMAT","Applied Materials, Inc.","15.09","19909851630","1972","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMAT&selected=AMAT",
"AMCC","Applied Micro Circuits Corporation","10.1","653964900","1997","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMCC&selected=AMCC",
"AREX","Approach Resources Inc.","23.44","666492960","2007","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AREX&selected=AREX",
"APRI","Apricus Biosciences, Inc","5.5","106991500","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APRI&selected=APRI",
"ARSD","Arabian American Development Company","3.99","94523100","n/a","Energy","Integrated oil Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARSD&selected=ARSD",
"ARCW","Arc Wireless Solutions, Inc.","2.71","8376610","n/a","Consumer Services","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARCW&selected=ARCW",
"ABIO","Arca Biopharma, Inc.","1.96","17316600","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABIO&selected=ABIO",
"ACGL","Arch Capital Group Ltd.","102.34","4520971840","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACGL&selected=ACGL",
"ARCL","Archipelago Learning, Inc.","8.21","216218560","2009","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARCL&selected=ARCL",
"ACAT","Arctic Cat Inc.","15.04","183081920","1990","Capital Goods","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACAT&selected=ACAT",
"RDEA","Ardea Biosciences, Inc.","27.74","725234560","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=RDEA&selected=RDEA",
"ARDNA","Arden Group, Inc.","80.77","255313970","n/a","Consumer Services","Food Chains","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARDNA&selected=ARDNA",
"ARNA","Arena Pharmaceuticals, Inc.","1.35","180462600","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARNA&selected=ARNA",
"ARCC","Ares Capital Corporation","17.13","3501697470","1999","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARCC&selected=ARCC",
"AGII","Argo Group International Holdings Ltd.","30.34","832681300","n/a","Finance","Specialty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AGII&selected=AGII",
"ARIA","ARIAD Pharmaceuticals, Inc.","8.1","1027760400","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARIA&selected=ARIA",
"ARBA","Ariba, Inc.","32.39","3023962790","1999","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARBA&selected=ARBA",
"ARKR","Ark Restaurants Corp.","16.17","56481810","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARKR&selected=ARKR",
"ABFS","Arkansas Best Corporation","22.42","569669780","1992","Transportation","Trucking Freight/Courier Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABFS&selected=ABFS",
"ARMH","ARM Holdings, plc","28.62","12832120440","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARMH&selected=ARMH",
"ARTX","Arotech Corporation","1.24","18457400","1994","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARTX&selected=ARTX",
"ARQL","ArQule, Inc.","6.65","351286250","1996","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARQL&selected=ARQL",
"ARRY","Array BioPharma Inc.","2.77","155424700","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARRY&selected=ARRY",
"ARRS","Arris Group Inc","11.2","1359915200","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARRS&selected=ARRS",
"AROW","Arrow Financial Corporation","23.82","268117920","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AROW&selected=AROW",
"ARWR","Arrowhead Research Corporation","0.5825","41827577.5","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARWR&selected=ARWR",
"ARTNA","Artesian Resources Corporation","18.91","127982880","n/a","Public Utilities","Water Supply","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARTNA&selected=ARTNA",
"ARTC","ArthroCare Corporation","32.78","891616000","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARTC&selected=ARTC",
"ARTW","Art's-Way Manufacturing Co., Inc.","8.42","33823140","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARTW&selected=ARTW",
"ARUN","Aruba Networks, Inc.","31.59","3184335180","2007","Technology","Computer peripheral equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARUN&selected=ARUN",
"ASNA","Ascena Retail Group, Inc.","30.74","2404513540","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASNA&selected=ASNA",
"ASCMA","Ascent Media Corporation","45.95","622852250","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASCMA&selected=ASCMA",
"ASTI","Ascent Solar Technologies, Inc.","1.6","51667200","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASTI&selected=ASTI",
"ASTIZ","Ascent Solar Technologies, Inc.","0.0721","757410.5","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASTIZ&selected=ASTIZ",
"AERL","Asia Entertainment & Resources Ltd","7.8499","176968145.6","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AERL&selected=AERL",
"APWC","Asia Pacific Wire & Cable Corporation Limited","5.7","78836700","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APWC&selected=APWC",
"ASIA","AsiaInfo-Linkage, Inc.","20.04","1500555120","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASIA&selected=ASIA",
"ASMI","ASM International N.V.","42.73","2345577890","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASMI&selected=ASMI",
"ASML","ASML Holding N.V.","41.63","18050809630","1995","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASML&selected=ASML",
"AZPN","Aspen Technology, Inc.","14.85","1389856050","1994","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AZPN&selected=AZPN",
"APPY","AspenBio Pharma, Inc.","0.6399","25684306.2","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APPY&selected=APPY",
"AACC","Asset Acceptance Capital Corp.","5.1","156172200","2004","Finance","Finance Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AACC&selected=AACC",
"ASBC","Associated Banc-Corp","14.43","2498944110","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASBC&selected=ASBC",
"ASFI","Asta Funding, Inc.","7.68","112381440","1995","Finance","Finance Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASFI&selected=ASFI",
"ATEA","Astea International, Inc.","5.23","18592650","1995","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATEA&selected=ATEA",
"ASTE","Astec Industries, Inc.","36.8","833483200","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASTE&selected=ASTE",
"ALOT","Astro-Med, Inc.","8","57840000","1983","Technology","Computer peripheral equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALOT&selected=ALOT",
"ATRO","Astronics Corporation","25.06","222232080","1972","Capital Goods","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATRO&selected=ATRO",
"ASTC","Astrotech Corporation","1.031","19936447","n/a","Capital Goods","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASTC&selected=ASTC",
"ASUR","Asure Software Inc","2.36","7280600","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASUR&selected=ASUR",
"ATAI","ATA Inc.","8","177768000","2008","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATAI&selected=ATAI",
"ATHN","athenahealth, Inc.","44.33","1535635530","1991","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATHN&selected=ATHN",
"AFCB","Athens Bancshares Corporation","13.5","37489500","2010","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFCB&selected=AFCB",
"ATHR","Atheros Communications, Inc.","44.79","3206202570","2004","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATHR&selected=ATHR",
"ATHX","Athersys, Inc.","2.89","67923670","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATHX&selected=ATHX",
"AAME","Atlantic American Corporation","2.06","45841180","n/a","Finance","Life Insurance","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AAME&selected=AAME",
"ACFC","Atlantic Coast Federal Corporation","9.7","25511000","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACFC&selected=ACFC",
"ATNI","Atlantic Tele-Network, Inc.","37.78","581169740","1991","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATNI&selected=ATNI",
"AAWW","Atlas Air Worldwide Holdings","63.1","1636687800","n/a","Transportation","Transportation Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AAWW&selected=AAWW",
"ATML","Atmel Corporation","14.75","6759807000","1991","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATML&selected=ATML",
"ATMI","ATMI Inc.","19.8","625224600","1993","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATMI&selected=ATMI",
"ATPG","ATP Oil & Gas Corporation","15.95","819702400","2001","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATPG&selected=ATPG",
"ATRC","AtriCure, Inc.","12.36","192692400","1979","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATRC&selected=ATRC",
"ATRN","Atrinsic, Inc.","2.34","14669460","1982","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATRN&selected=ATRN",
"ATRI","ATRION Corporation","166.75","336168000","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATRI&selected=ATRI",
"AUBN","Auburn National Bancorporation, Inc.","19.7499","71948885.7","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AUBN&selected=AUBN",
"AUDC","AudioCodes Ltd.","6.01","247630030","1999","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AUDC&selected=AUDC",
"VOXX","Audiovox Corporation","7.07","146921670","n/a","Consumer Non-Durables","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VOXX&selected=VOXX",
"AAC","Australia Acquisition Corp.","9.66","85519980","n/a","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AAC&selected=AAC",
"AACOU","Australia Acquisition Corp.","10.1","64640000","2010","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AACOU&selected=AACOU",
"AACOW","Australia Acquisition Corp.","0.45","6480000","n/a","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AACOW&selected=AACOW",
"AUTH","AuthenTec, Inc.","2.87","125249670","2007","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AUTH&selected=AUTH",
"ADAT","Authentidate Holding Corp.","1.08","49664880","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADAT&selected=ADAT",
"ABTL","Autobytel Inc.","1.36","62349200","1999","Technology","Computer Software: Programming, Data Processing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABTL&selected=ABTL",
"AUTC","AutoChina International Limited","28.27","555590310","n/a","Consumer Durables","Automotive Aftermarket","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AUTC&selected=AUTC",
"ADSK","Autodesk, Inc.","43.75","9948531250","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADSK&selected=ADSK",
"ADP","Automatic Data Processing, Inc.","54.31","26960407270","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADP&selected=ADP",
